Wavenumber
1835.59
1838.79
1841.99
1845.19
1848.39
1851.59
1854.78
1857.97
1861.15
1864.34
1867.52
1870.7
1873.88
1877.05
1880.23
1883.4
1886.57
1889.73
1892.9
1896.06
1899.22
1902.37
1905.53
1908.68
1911.83
1914.97
1918.12
1921.26
1924.4
1927.54
1930.67
1933.8
1936.93
1940.06
1943.19
1946.31
1949.43
1952.55
1955.67
1958.78
1961.89
1965
1968.11
1971.21
1974.31
1977.41
1980.51
1983.6
1986.69
1989.78
1992.87
1995.96
1999.04
2002.12
2005.2
2008.27
2011.35
2014.42
2017.49
2020.55
2023.62
2026.68
2029.74
2032.79
2035.85
2038.9
2041.95
2045
2048.04
2051.08
2054.12
2057.16
2060.2
2063.23
2066.26
2069.29
2072.32
2075.34
2078.36
2081.38
2084.4
2087.41
2090.42
2093.43
2096.44
2099.44
2102.45
2105.45
2108.44
2111.44
2114.43
2117.42
2120.41
2123.4
2126.38
2129.36
2132.34
2135.32
2138.29
2141.26
2144.23
2147.2
2150.16
2153.13
2156.09
2159.04
2162
2164.95
2167.9
2170.85
2173.8
2176.74
2179.68
2182.62
2185.56
2188.49
2191.42
2194.35
2197.28
2200.21
2203.13
2206.05
2208.97
2211.88
2214.8
2217.71
2220.62
2223.52
2226.43
2229.33
2232.23
2235.12
2238.02
2240.91
2243.8
2246.69
2249.57
2252.46
2255.34
2258.22
2261.09
2263.97
2266.84
2269.71
2272.57
2275.44
2278.3
2281.16
2284.02
2286.87
2289.72
2292.57
2295.42
2298.27
2301.11
2303.95
2306.79
2309.63
2312.46
2315.29
2318.12
2320.95
2323.78
2326.6
2329.42
2332.24
2335.05
2337.87
2340.68
2343.49
2346.29
2349.1
2351.9
2354.7
2357.5
2360.29
2363.08
2365.87
2368.66
2371.45
2374.23
2377.01
2379.79
2382.57
2385.34
2388.11
2390.88
2393.65
2396.42
2399.18
2401.94
2404.7
2407.45
2410.21
2412.96
2415.71
2418.46
2421.2
2423.94
2426.68
2429.42
2432.16
2434.89
2437.62
2440.35
2443.07
2445.8
2448.52
2451.24
2453.96
2456.67
2459.39
2462.1
2464.8
2467.51
2470.21
2472.91
2475.61
2478.31
2481
2483.7
2486.39
2489.07
2491.76
2494.44
2497.12
2499.8
2502.48
2505.15
2507.83
2510.5
2513.16
2515.83
2518.49
2521.15
2523.81
2526.47
2529.12
2531.77
2534.42
2537.07
2539.71
2542.36
2545
2547.63
2550.27
2552.9
2555.54
2558.16
2560.79
2563.42
2566.04
2568.66
2571.28
2573.89
2576.51
2579.12
2581.73
2584.33
2586.94
2589.54
2592.14
2594.74
2597.33
2599.93
2602.52
2605.11
2607.69
2610.28
2612.86
2615.44
2618.02
2620.6
2623.17
2625.74
2628.31
2630.88
2633.44
2636
2638.56
2641.12
2643.68
2646.23
2648.78
2651.33
2653.88
2656.42
2658.97
2661.51
2664.04
2666.58
2669.11
2671.64
2674.17
2676.7
2679.23
2681.75
2684.27
2686.79
2689.3
2691.82
2694.33
2696.84
2699.35
2701.85
2704.36
2706.86
2709.35
2711.85
2714.35
2716.84
2719.33
2721.82
2724.3
2726.78
2729.27
2731.74
2734.22
2736.7
2739.17
2741.64
2744.11
2746.57
2749.04
2751.5
2753.96
2756.42
2758.87
2761.32
2763.77
2766.22
2768.67
2771.11
2773.56
2776
2778.43
2780.87
2783.3
2785.74
2788.17
2790.59
2793.02
2795.44
2797.86
2800.28
2802.7
2805.11
2807.52
2809.93
2812.34
2814.75
2817.15
2819.55
2821.95
2824.35
2826.74
2829.14
2831.53
2833.91
2836.3
2838.69
2841.07
2843.45
2845.83
2848.2
2850.58
2852.95
2855.32
2857.68
2860.05
2862.41
2864.77
2867.13
2869.49
2871.84
2874.2
2876.55
2878.9
2881.24
2883.59
2885.93
2888.27
2890.61
2892.94
2895.28
2897.61
2899.94
2902.26
2904.59
2906.91
2909.23
2911.55
2913.87
2916.18
2918.5
2920.81
2923.12
2925.42
2927.73
2930.03
2932.33
2934.63
2936.92
2939.22
2941.51
2943.8
2946.09
2948.37
2950.65
2952.94
2955.22
2957.49
2959.77
2962.04
2964.31
2966.58
2968.85
2971.11
2973.38
2975.64
2977.9
2980.15
2982.41
2984.66
2986.91
2989.16
2991.4
2993.65
2995.89
2998.13
3000.37
3002.61
3004.84
3007.07
3009.3
3011.53
3013.76
3015.98
3018.2
3020.42
3022.64
3024.85
3027.07
3029.28
3031.49
3033.7
3035.9
3038.1
3040.31
3042.51
3044.7
3046.9
3049.09
3051.28
3053.47
3055.66
3057.84
3060.03
3062.21
3064.39
3066.57
3068.74
3070.91
3073.08
3075.25
3077.42
3079.59
3081.75
3083.91
3086.07
3088.23
3090.38
3092.53
3094.69
3096.83
3098.98
3101.13
3103.27
3105.41
3107.55
3109.69
3111.82
3113.95
3116.09
3118.22
3120.34
3122.47
3124.59
3126.71
3128.83
3130.95
3133.06
3135.18
3137.29
3139.4
3141.5
3143.61
3145.71
3147.81
3149.91
3152.01
3154.11
3156.2
3158.29
3160.38
3162.47
3164.56
3166.64
3168.72
3170.8
3172.88
3174.95
3177.03
3179.1
3181.17
3183.24
3185.3
3187.37
3189.43
3191.49
3193.55
3195.61
3197.66
3199.71
3201.76
3203.81
3205.86
3207.9
3209.95
3211.99
3214.03
3216.06
3218.1
3220.13
3222.16
3224.19
3226.22
3228.25
3230.27
3232.29
3234.31
3236.33
3238.34
3240.36
3242.37
3244.38
3246.39
3248.39
3250.4
3252.4
3254.4
3256.4
3258.4
3260.39
3262.38
3264.38
3266.37
3268.35
3270.34
3272.32
3274.3
3276.28
3278.26
3280.24
3282.21
3284.18
3286.15
3288.12
3290.09
3292.05
3294.01
3295.97
3297.93
3299.89
