Wavenumber
162.07
166.25
170.43
174.6
178.77
182.94
187.11
191.28
195.44
199.6
203.77
207.93
212.09
216.24
220.4
224.55
228.7
232.85
237
241.15
245.29
249.44
253.58
257.72
261.86
265.99
270.13
274.26
278.39
282.52
286.65
290.78
294.9
299.03
303.15
307.27
311.38
315.5
319.62
323.73
327.84
331.95
336.05
340.16
344.26
348.37
352.47
356.56
360.66
364.75
368.85
372.94
377.03
381.12
385.2
389.29
393.37
397.45
401.53
405.6
409.68
413.75
417.82
421.89
425.96
430.02
434.09
438.15
442.21
446.27
450.32
454.38
458.43
462.48
466.53
470.57
474.62
478.66
482.7
486.74
490.78
494.81
498.85
502.88
506.91
510.94
514.96
518.99
523.01
527.03
531.05
535.06
539.08
543.09
547.1
551.11
555.11
559.12
563.12
567.12
571.12
575.12
579.11
583.1
587.09
591.08
595.07
599.05
603.04
607.02
611
614.97
618.95
622.92
626.89
630.86
634.82
638.79
642.75
646.71
650.67
654.63
658.58
662.53
666.49
670.43
674.38
678.32
682.27
686.21
690.14
694.08
698.01
701.95
705.88
709.8
713.73
717.65
721.58
725.5
729.41
733.33
737.24
741.15
745.06
748.97
752.87
756.78
760.68
764.58
768.47
772.37
776.26
780.15
784.04
787.92
791.81
795.69
799.57
803.45
807.32
811.2
815.07
818.94
822.8
826.67
830.53
834.39
838.25
842.11
845.96
849.81
853.66
857.51
861.36
865.2
869.04
872.88
876.72
880.55
884.38
888.21
892.04
895.87
899.69
903.52
907.33
911.15
914.97
918.78
922.59
926.4
930.21
934.01
937.81
941.61
945.41
949.21
953
956.79
960.58
964.37
968.15
971.93
975.71
979.49
983.27
987.04
990.81
994.58
998.35
1002.11
1005.87
1009.63
1013.39
1017.15
1020.9
1024.65
1028.4
1032.15
1035.89
1039.64
1043.38
1047.11
1050.85
1054.58
1058.31
1062.04
1065.77
1069.49
1073.21
1076.93
1080.65
1084.37
1088.08
1091.79
1095.5
1099.21
1102.91
1106.61
1110.31
1114.01
1117.7
1121.4
1125.09
1128.78
1132.46
1136.14
1139.83
1143.51
1147.18
1150.86
1154.53
1158.2
1161.87
1165.53
1169.19
1172.86
1176.51
1180.17
1183.82
1187.48
1191.13
1194.77
1198.42
1202.06
1205.7
1209.34
1212.97
1216.61
1220.24
1223.87
1227.49
1231.12
1234.74
1238.36
1241.98
1245.59
1249.2
1252.81
1256.42
1260.03
1263.63
1267.23
1270.83
1274.43
1278.02
1281.61
1285.2
1288.79
1292.37
1295.96
1299.54
1303.11
1306.69
1310.26
1313.83
1317.4
1320.97
1324.53
1328.09
1331.65
1335.21
1338.76
1342.31
1345.86
1349.41
1352.96
1356.5
1360.04
1363.58
1367.11
1370.65
1374.18
1377.71
1381.23
1384.76
1388.28
1391.8
1395.32
1398.83
1402.34
1405.85
1409.36
1412.87
1416.37
1419.87
1423.37
1426.86
1430.36
1433.85
1437.34
1440.82
1444.31
1447.79
1451.27
1454.75
1458.22
1461.69
1465.16
1468.63
1472.1
1475.56
1479.02
1482.48
1485.93
1489.39
1492.84
1496.29
1499.73
1503.18
1506.62
1510.06
1513.5
1516.93
1520.36
1523.79
1527.22
1530.65
1534.07
1537.49
1540.91
1544.32
1547.74
1551.15
1554.55
1557.96
1561.36
1564.77
1568.16
1571.56
1574.96
1578.35
1581.74
1585.12
1588.51
1591.89
1595.27
1598.65
1602.02
1605.4
1608.77
1612.14
1615.5
1618.87
1622.23
1625.59
1628.94
1632.3
1635.65
1639
1642.34
1645.69
1649.03
1652.37
1655.71
1659.04
1662.37
1665.7
1669.03
1672.36
1675.68
1679
1682.32
1685.63
1688.95
1692.26
1695.57
1698.87
1702.18
1705.48
1708.78
1712.08
1715.37
1718.66
1721.95
1725.24
1728.52
1731.81
1735.09
1738.36
1741.64
1744.91
1748.18
1751.45
1754.72
1757.98
1761.24
1764.5
1767.76
1771.01
1774.26
1777.51
1780.76
1784
1787.24
1790.48
1793.72
1796.96
1800.19
1803.42
1806.65
1809.87
1813.1
1816.32
1819.53
1822.75
1825.96
1829.17
1832.38
